ID            SHA1                                     SIZE  URL
00004969.docx a81ec5370a95b70402a2b32ffedf14bc9b41851a 36540 "http://www.sire.ac.uk/documents/SIRE_YRF_EdinburghMarch2013.docx"
00004970.docx 8aa6d68c5b2aed6ed39f6f06738e96eca1777b39 16844 "http://www.fashioneast.co.uk/downloads/application_form.docx"
00004971.docx 0671c0e1fef91afa0a62d878faf8e820b3386fcc 14585 "http://www.essex.ac.uk/proofreading/registration_form.docx"
00004972.docx fb692c31b285880e02da3040e27883a831f6d00f 12694 "http://www.nibusinessinfo.co.uk/Horizontal_Services_files/ES_Statutory_rights_in_relation_to_Sunday_betting_.docx"
00004973.docx 2c4188ede7ebcad063f6172e93f45fc525b63c20 56395 "http://www.canalability.co.uk/documents/CanalAbility.docx"
00004974.docx ef331efd33f8e3bbd044599590ee0f7eddcb9424 14353 "http://www.leedsmet.ac.uk/sport/European_Tchoukball_Competition.docx"
00004975.docx 7b89f4496af42bc2978263f1a14f0673942a6d60 13292 "http://www.gla.ac.uk/media/media_236445_en.docx"
00004976.docx 5a82efa05307271242be7cf325baa7057c705910 49684 "http://www.gla.ac.uk/media/media_225231_en.docx"
00004977.docx 582c64730c758329246800096ee1b8c605d1e25f 49502 "http://www.gla.ac.uk/media/media_225265_en.docx"
00004978.docx 058f856d26eea1d6e66f9bd7614b05ec999183fc 157106 "http://www.gla.ac.uk/media/media_245105_en.docx"
00004979.docx 7cc998c7aebc9f464d9e3e3f579a88f18fca07b6 10747 "http://www.istdp.org.uk/SIG1.docx"
00004980.docx 9b81d825536b0b849bc72ccb9e40a2897275fd4b 22849 "http://www.gcu.ac.uk/allinclusive/EDC130612unconfirmedminutes.docx"
00004981.docx e746c71f2d7a42c189da377a55869bcd00677e6d 838492 "http://www.bangor.ac.uk/mindfulness/ApplicationforSupervision.docx"
00004982.docx 8bf0aabb6b5d57016937b40c9c2db046010e3836 27031 "http://www.dsdni.gov.uk/offps_dmb_minutes_sept_2012.docx"
00004983.docx 5838cb3d9f2c863dc08ec0722161797cb66ec480 63010 "http://www.ismla.co.uk/Jobs/CheadleHulmeSchool.docx"
00004984.docx 35df8744446de8af7cddb8dbf459885f83927119 36287 "http://www.gla.ac.uk/media/media_260074_en.docx"
00004985.docx 10f82bec69f5b437062d5bd290e2b79997fb5376 45217 "http://www.artscouncil.org.uk/media/uploads/Arts_digital_RnD_podcast_2_transcript.docx"
00004986.docx 4ab67058cb1054558e162920e18334cde4b5c1d6 57387 "http://www.artscouncil.org.uk/media/uploads/notes31May2012.docx"
00004987.docx 9fd480f76ee6f3682ab3c7e629f363e0a0ac11e5 50011 "http://www.britishrecordsassociation.org.uk/forms/Standingorder2012.docx"
00004988.docx 9e2b20981bc6be68b85d1001f12c08a19d8b0d73 26059 "http://www.hrtransition.co.uk/media/75081/managing_employment_liability.docx"
00004989.docx 4ee759d14fa90fef9f60cac1519d474f7b4ded6c 21845 "http://www.dur.ac.uk/resources/ias/FrontiersWorkshop2programme.docx"
00004990.docx 619e4ff63b8b84399cb866d69af2b4de9f17ea0e 14216 "http://www.olcga.org.uk/2012comps/2012daviesentry.docx"
00004991.docx 0c65f95bfe33b87ee1785ea726391ad88d9d19ab 88284 "http://www.gcu.ac.uk/quality/handbook/QAEH_06_MODULES_2010_000.docx"
00004992.docx 982949ac5d8d8d190ef5383220fa6b0072cb582c 125844 "http://www.cps.gov.uk/publications/docs/sar_form.docx"
00004993.docx 9c9fc3ed555165a79988b87707b4177cc9244626 1748449 "http://www.bangor.ac.uk/mindfulness/Sarahbook_000.docx"
00004994.docx 6ac865bfa1d956a9d2c8a26148e901c723502467 61033 "http://www.ahdb.org.uk/vacancies/documents/DairyCoEOWalesJD311012.docx"
00004995.docx 56096bf3ca326cf1a90bc24b5feb335232ab06d7 28072 "http://www.trinitylaban.ac.uk/media/48243/tna.docx"
00004996.docx a03cd5a48a0311639bba28aa98a6468b4f08cf03 2310049 "http://www.bera.ac.uk/system/files/HE050912.docx"
00004997.docx dcbeb848a157ba256075831539b94127192c1a97 70524 "http://www.askonasholt.co.uk/x/assets/1342.docx"
00004998.docx e0985fb4a4ab3cba7507bbb8cb6f365d07ede19a 1349911 "http://www.leedsmet.ac.uk/staff/files/InternationalStudentFuturesWorkbook.docx"
00004999.docx 88bfb26cdb5b310737a3b1e8ce0b003b4a80f662 72196 "http://www.leedsmet.ac.uk/hss/docs/Florence_Nightingale_Foundation_Report.docx"
00005000.docx b3af8f4f8d161bfed5c5f37c421ef969b1508bf4 338915 "http://www.lshtm.ac.uk/careers/resources/approved_global_health_transcript.docx"
00005001.docx 1e08a3445f7f32222757baf111af8ea02efad519 88212 "http://www.rspb.org.uk/Images/membershipdevelopmentofficerrutlandjan13_tcm9-339352.docx"
00005002.docx 36fde2a18e7a104ddeff5cacc7f9f87e1abfd197 53308 "http://www.nasen.org.uk/uploads/publications/248.docx"
00005003.docx 274471580078101efb86b52ac32e308a94e617b9 24641 "http://www.nasen.org.uk/uploads/publications/173.docx"
00005004.docx 327801572edde3348b7f88b77013d57332e233bf 22390 "http://www.abdn.ac.uk/documents/ref2014-Timetable.docx"
00005005.docx 48349cc6cafcd5f97598066f2e52bc1e893c0c56 19268 "http://www.ljmu.ac.uk/PRS/PRS_docs/Energy_Policy.docx"
00005006.docx 96bd4326080ed7c5320a3d110f96ae042eb7543f 113945 "http://www.bangor.ac.uk/studentservices/disability/MentorJD1213Eng.docx"
00005007.docx a7217f5b6d32a8683bb04beaeec58b3767eb807f 2308049 "http://www.bera.ac.uk/system/files/ebacc080912.docx"
00005008.docx 0ce4a1a3c632dfac7a18e2d468d12d08b32699b3 130830 "http://www.dsdni.gov.uk/dsd_research_digest_nov11.docx"
00005009.docx c691fba69adbff69edfe8595bc3883c8e1afb4bf 26240 "http://www.southampton.ac.uk/scecs/documents/chl_conference_2013_accommodation.docx"
00005010.docx 97e6b3efb7c274b89acee7936f072e170846e487 14219 "http://www.olcga.org.uk/2012comps/2012csentry.docx"
00005011.docx 2430e4adf3a276d681e71d96ae5b995be36cc1b5 43846 "http://www.artscouncil.org.uk/media/uploads/Arts_digital_RnD_podcast_5_transcript.docx"
00005012.docx 3c8a9384a2fcc85a059a3744227b3db93c785b10 26906 "http://www.cumbriacommoners.org.uk/files/constitution__-_as_amended_2011_agm.docx"
00005013.docx d97f66cee1816f1124ba5a78530283461d5dd87f 291505 "http://www.infolab21.lancs.ac.uk/docs/handbook_industrial_placements.docx"
00005015.docx 5b13631b00bd1a217760696603d29301c98f0e62 28485 "http://www.nottingham.ac.uk/eacwe/documents/eacwetemplate.docx"
00005016.docx 02b478daaa60c776130523c2e77a4cbf77d6a03c 111913 "http://www.rspb.org.uk/Images/membershipdevelopmentassistantnirelandfeb13_tcm9-339824.docx"
00005017.docx 3ba2934c58a2d088c375d64e619948e25f4314dc 22863 "http://canalrivertrust.org.uk/media/library/2620.docx"
00005018.docx aeccbf04f8b562d69307648eccabe84fa5c95abe 34243 "http://www.public-standards.gov.uk/Library/RAB_Note_on_Issues_raised_by_Bernard_Jenkin.docx"
00005019.docx a441f2dc6daf24530d7f5d202521738a1c2d8c17 27633 "http://www.leedsmet.ac.uk/staff/files/Continuous_Audit_Board_of_Examiners_Observation_Form_Exemplar.docx"
00005020.docx 39c5ced042b0603be076c3d7fbabf85e56e9d503 153395 "http://www.icdvrat.reading.ac.uk/2012/ICDVRAT_2012_Word2007_Paper_Format.docx"
00005021.docx 1be3e76c6ec0a0b032d243e5546dbf55ca22b4de 64387 "http://www.dcms.gov.uk/images/publications/Annex_B_Ceremonies.docx"
00005022.docx 43cd7b67ab23e3320cb059ea0a10fe0355f8010b 80201 "http://www.uel.ac.uk/ref/documents/codeofpractice.docx"
00005023.docx d2cbdfd6162a681c55f21fc370f424ba6416396f 93578 "http://www.csls.ox.ac.uk/documents/AntonyWhitePaper.docx"
00005024.docx f495b9d53b7e631f4673913e8104437184efc133 2120902 "https://www.york.ac.uk/media/archaeology/Stone_age_autism_tokeep.docx"
00005025.docx fa5f3261122f12647d14de2179945c4de1171578 45888 "http://www.hm-treasury.gov.uk/d/condoc_pfi_response_template.docx"
00005026.docx 8fc6bb28d5f7ec4314bde61124bc634ddedd2ab8 31326 "http://www.lsbu.ac.uk/osdt/appraisal/GuidanceNotes.docx"
00005027.docx 26ee59400b20da2bcc1c6a29b565b1bc89205935 68986 "http://www.lshtm.ac.uk/research/ethicscommittees/forme1application.docx"
00005028.docx 31656d4cd09fc779e2ec758abd41d1b8a10945de 172631 "http://www.ahdb.org.uk/vacancies/documents/HGCABusdevmgr121212.docx"
00005029.docx e55cba922a27a6f5098285a4e971d2ebaf9364a1 45768 "http://www.c4eo.org.uk/themes/files/epform_sept2012.docx"
00005030.docx 2507abc5589254e822699d41995a2c9099982d62 81195 "http://www.nottingham.ac.uk/research/documents/nrfschemedetails.docx"
00005031.docx 03cae863d7ba1152f521cd1a2ce9b629bd175a0b 55395 "http://www.ljmu.ac.uk/Research/Research_docs/Implementation_and_Action_Plan_FINALvs2.docx"
00005032.docx 7ef7d905e8cfc844f5cf1fee1382c9f0dd5f7233 29461 "http://www.uel.ac.uk/qa/GuidanceNotesforProgSpecs-RevisedOct12.docx"
00005033.docx e2ce0c4cc1967133320183f4ca3a9132a2c9431d 18334 "http://www.swan.ac.uk/ucu/documents/Briefings_1_and_2.docx"
00005034.docx 99890cfd0ba2e7de39c008438acf64b2667019c5 88135 "http://www.rspb.org.uk/Images/regionalyouthdevelopemntofficerjan13V1_tcm9-338650.docx"
00005035.docx 1cbb161d9fa31ca8cc985c2f4488fdcbb7b90499 87138 "http://www.rspb.org.uk/Images/seniorsitesmanagernorthwestnorfolk_tcm9-339392.docx"
00005036.docx f01e10594a27e072c2dbc258096e7e58d34b8cd9 57569 "http://www.lib.cam.ac.uk/Vacancies/CriminologyLibrarian.docx"
00005037.docx 6240664e02165e5aa0ad7fd810d4a7d1f48d1b01 234926 "http://www.staffs.ac.uk/assets/Independent_Peer_Review_Formv5_tcm44-39016.docx"
00005038.docx 3f348051044ca5868d8d9f6c68d5fb75f9c343ad 807859 "http://www.ljmu.ac.uk/pln/pln_docs/Step_by_Step_Assessment_Board_Processing_v2.docx"
00005039.docx 13dc8be783f8e137ad45a7a7e324be36247a4389 32824 "http://www.ljmu.ac.uk/fin/fin_docs/Payments_to_individuals.docx"
00005040.docx f62eb099a2e592c922fa711d9466c66cb3f384f8 20022 "http://www.leedsmet.ac.uk/as/cs/Austere_Cultures_Conference_Keynote_Speakers.docx"
00005041.docx 9a85857845b20764fc356cccbc2e1352dfaacdf4 22761 "http://www.artscouncil.org.uk/media/uploads/Digital_Public_Space_prototype_demonstration_Jake_Berger.docx"
00005042.docx 8120e9f3077e9c633b1d4286d1cda89a6c13945d 531952 "http://www.lshtm.ac.uk/research/ethicscommittees/lshtm_pis_template.docx"
00005043.docx 20a57c38c01e239d61bf1261f3b9cc3d54b8aaad 20756 "http://www.le.ac.uk/el/teach/PossibletopicsforELHMAdissertations.docx"
00005044.docx 3c7b12c18854de4595f55e0dec85fe08f4423faa 25033 "http://www.unison.org.uk/file/5917.docx"
00005045.docx f6fb6d88d3cbc3f23d01d39d3d6f51af43f0966b 459344 "http://www.deni.gov.uk/participation_in_full-time_education_and_vocational_training_by_16_and_17_year_olds_in_northern_ireland__1011_-_statistical_release.docx"
00005046.docx 89ced78673bad97e4efb0ee6f8afb719fc329dbc 25637 "http://www.artscouncil.org.uk/media/uploads/Music_education_seminar_speech.docx"
00005047.docx 07cbc7492ac79a81b0c73a086e5829c405fe2e93 50665 "http://www.artscouncil.org.uk/media/uploads/Arts_digital_RnD_podcast_1_transcript.docx"
00005048.docx 27a5ac2cab4167f8956a09f0c0743224faa1f867 24531 "http://transplantation.kcl.ac.uk/media/121210_Application_Form.docx"
00005049.docx 8896cc25e3c9eaed6b53c509a6279633472ad8f6 34111 "http://pressure.sparks.co.uk/pdf/pr_28_03_12_Tackling_Food_Insecurity.docx"
00005050.docx 0602405f88124d81a10676aef1f8c5ebc96e748f 56488 "http://www.bibic.org.uk/uploads/documents/1333550145_TrusteeRoleDescriptionApril2012.docx"
00005051.docx ee5c833ff067bd878ed6f8c42b214eb60cbf028f 607125 "http://www.esds.ac.uk/government/docs/ELMintro.docx"
00005052.docx cc4b94a8c313f57a514267f2ebf122e0d756c2c0 203387 "https://www.barstandardsboard.org.uk/media/1426237/data_collection_rules_240812.docx"
00005053.docx ac33de081d106e0cc08e0ccd3531027b5ffe4e19 118922 "http://www.wjec.co.uk/uploads/publications/16466.docx"
00005054.docx fad07d53770b5186ab32fb66374a13e110ccf217 36850 "http://www.hta.gov.uk/_db/_downloads/Model_referral_letter_template_201209101002.docx"
00005055.docx 250569c48af18a6246d4a90c0a73bb1265e4152e 14086 "http://www.dur.ac.uk/resources/tour/CareersEmployabilityandEnterpriseCentrevideotranscript.docx"
00005056.docx 3e44ad4ae5c5d0855786e3e1b3e27f33047bd9e5 92124 "http://www.abi.org.uk/information/codes_and_guidance_notes/63419.docx"
00005057.docx a4414c77643ea3fc9e297b15816cf1fca60c484e 114205 "http://www.sddu.leeds.ac.uk/uploaded/Introduction_to_leadership_and_management_flyer_2012_13revised1.docx"
00005058.docx f07eabfa3f4d29381ca530e058a704d134265619 31242 "http://www.qmul.ac.uk/emotions/docs/78898.docx"
00005061.docx d848624f4591ee55eb89e05ceb93b85f49406aaa 398973 "http://pressure.sparks.co.uk/pdf/PlanetUnderPressure_speakers_panelists.docx"
00005062.docx e2e61150a51189a8ba06a460c65637490e788cff 1298156 "http://pressure.sparks.co.uk/pdf/pr_25_03_2012_fast_food.docx"
00005063.docx 226cc9e52a2e04e2f8233c20ff36215c00d779eb 19087 "http://www.essex.ac.uk/gtf/docs/waste_policy.docx"
00005064.docx 86531de0f60c78ca200ca86d5477c6aa8a71b87f 86287 "http://www.rspb.org.uk/Images/cateringassistantconwyjan13_tcm9-339356.docx"
00005065.docx a5f49d3cdab0ef9e1ccefdc72fd8802197bced7d 87629 "http://www.rspb.org.uk/Images/peopleengagementofficerdolphinwatchjan13_tcm9-338233.docx"
00005066.docx f13cb48155a243e161a5869a8b1bbc9ad788f93c 89299 "http://www.rspb.org.uk/Images/seniormembershipdevelopmentofficerjan13_tcm9-339388.docx"
00005067.docx 1d344f0a30f0127deede19b4672d93f47a30344a 18414 "http://www.scarlettthomas.co.uk/i/documents/13.docx"
00005068.docx 7edc6d90336f72188a042e62747ae769a2986f2f 131187 "https://www.thecommunicationtrust.org.uk/media/28262/no_pens_day_wednesday_2012_evaluation_summary.docx"
00005069.docx 10d06e3aeb526c2da45247eb3c221abc2bf65649 1241753 "http://www.ljmu.ac.uk/CSD/CSD_Docs/LJMU_PDPR_Handbook_June_2011_v8_JB.docx"
00005070.docx 20d8f676faa4f1947c6c4314df96875fef151eca 47079 "http://www.ljmu.ac.uk/personnel/personnel_docs/Social_Networking_statement__July_2012.docx"
00005071.docx 329fb7c7c2e1a5b44b1849f1aaf8ea50f6b1b52d 237094 "http://canalrivertrust.org.uk/media/library/2596.docx"
00005072.docx adbdd5b1dfef169e0d2ac21f8abb20e38ca92bb3 174420 "http://www.ahdb.org.uk/vacancies/documents/HGCARegionalMgrsx4281112_000.docx"
00005073.docx 3690ac5b3e75a19e8c497c7f2c167dd68a1fa66a 136862 "http://www.spa.ac.uk/documents/ContextualData/UCASbasket_data_otherinformationviaUCAS.docx"
00005074.docx 90a596ae66ca4477d08c83125e26c094a58dfd29 20722 "http://www.merchandisemania.co.uk/policies%26certificates/MM_cookie_policy.docx"
00005075.docx f5bfa7e7bc64166c84c6f0d3161d8cbc90d986b0 41248 "http://www.leedsmet.ac.uk/staff/files/Continuous_Audit_Mitigation_Panel_Audit_Form_Exemplar.docx"
00005076.docx e6d316ac00c999f14b0d32cf88e59cbdcdba9a90 177096 "http://www.higherskillswales.co.uk/wbl/documents/SSCengagementprotocolv7PMU23611_000.docx"
00005077.docx 41d33a1bf44c6ecc33154e39d049ba095f040f6e 194991 "http://www.cardiff.ac.uk/osheu/resources/cushem.docx"
00005078.docx d079ba5d0a594b978fe90437943d5e758c4b65d8 45115 "http://www.liv.ac.uk/tqsd/XJTLU/xjtlu_external_exami.docx"
00005079.docx 9ab7b4d2a07bb0215b523c4c8f44a4fa189b850d 20139 "http://www.nasen.org.uk/uploads/publications/247.docx"
00005080.docx 9285511d4790cd964e62739b8898dc3635108d8d 4658407 "http://www.culture.gov.uk/images/publications/2012_Meta_Evaluation_Report_4.docx"
00005081.docx 30acd6b4110fbedccd442839eb66235de4cd4d2b 40113 "http://c4eo.org.uk/themes/files/vlpform_sept2012.docx"
00005082.docx 37624517760ad2a387407f0be763445877115112 84388 "http://www.rspb.org.uk/Images/membershipdevelopmentassistanthomebasedjan13_tcm9-339023.docx"
00005083.docx 28efb0534c7eca6a0ce43d6b698882e90bf4d3a8 36172 "http://gale.cengage.co.uk/images/ECCOFrance_PressReleaseFINAL.docx"
00005085.docx 37977aa90f8bb53654ae4a80626687d9f6e36bbf 32860 "http://www.ljmu.ac.uk/infrastructure/infrastructure_docs/Procstrat010211.docx"
00005086.docx d03871eb42d20c51f16fc826a254089dbee6c6f7 14081 "http://www.ljmu.ac.uk/MKG_Global_Docs/PROCEDURES_FOR_CONFERMENT_OF_EMERITUS_STATUS_ON_RETIRING_MEMBERS_OF_STAFF.docx"
00005087.docx f8fb3f045734d858c1c0cadc1df2d29318a67c68 67863 "http://www.voluntaryinitiative.org.uk/_Attachments/resources/1478_S4.docx"
00005088.docx 9297587accf251c1288a19a01f441beec9cc2b28 26211 "http://www.dcms.gov.uk/images/publications/Explanatory_Notes.docx"
00005089.docx eade3eaacd4aaedb92cef7095f2e0ca6dc4294c6 3124069 "http://www.lbbd.gov.uk/Environment/Documents/RodingBeamIngrebourneQuestionnaire.docx"
00005090.docx 3972e6955a74ff8c8dae57cb2618d284f56b5559 274356 "http://www.wjec.co.uk/uploads/publications/16974.docx"
00005091.docx 016a3e8c908e317f491bd2790d19f59102d4c367 80929 "http://www.culture.gov.uk/images/publications/Deregulating_entertainment_licensingQA.docx"
00005092.docx dafd76cae240fe630d0fac34a36448b57fd3a7c7 66228 "http://www.dur.ac.uk/resources/law/LLMModuleHandbook.docx"
00005093.docx 572f94df651fbd811322fff6466762e190e8ac10 1293087 "http://www.esds.ac.uk/government/docs/smallareaestimation.docx"
00005094.docx 5b36cc09558f23eafe5983039af9522408672c2f 438310 "http://www.bond.org.uk/data/files/Marketing_Executive_JD_2nd_version.docx"
00005095.docx 871acc4aef668e32f271369f5b9671bc4633f9f6 163349 "http://www.ljmu.ac.uk/RGSO/RGSO_Docs/sources_of_funding.docx"
00005096.docx 24091964649801a2a3fcbc6c589fe067e86e51cb 28576 "http://www.ljmu.ac.uk/CSD/CSD_Docs/PDPR__Form_June_2011_v7.docx"
00005097.docx 44d7d72996dca3ea15bb643c88a7f81024b938d5 27153 "http://www.stfcinnovations.co.uk/resources/Word/Facilityrequirementsnew.docx"
00005098.docx 6811c392537faeb92272d4303bd6489c16ed1e7b 31509 "http://www.kent.ac.uk/employabilitypoints/files/sspssr_fair_programme.docx"
00005099.docx f669aecb80dae934b0c2e9fbd65960e78e4af414 136876 "http://www.spa.ac.uk/documents/ContextualData/UCASbasket_data_otherinformationviaUCAS_Dec2012.docx"
00005100.docx 52b5b3f4db74443f7077af26cf6447dddba58fad 1377980 "http://www.esds.ac.uk/government/docs/rguide.docx"
00005101.docx 4caa5f829fd166df3e333b1e473ae1d722bc5da3 37197 "http://www.wjec.co.uk/uploads/publications/16683.docx"
00005102.docx 555d981671963d0f534d687bc009763d9eb51282 110731 "http://www.jicreg.co.uk/documents/downloads/JICREGAuditRules.docx"
00005103.docx 3f5b0cb97d1bf836ca47de0d4b01c8cada0af86b 122217 "http://www.elsa.ac.uk/Researchers/Colin-Murrell.docx"
00005105.docx caa548f95ba5e1ac5077fe28b6ada884b591c24f 61154 "http://www.raam.org.uk/pub/Annual_Report_2011-12.docx"
00005106.docx 6b36eca7b4e68b808a34895704b93ebff9e6255c 38390 "http://www.soas.ac.uk/registry/scholarships/file39407.docx"
00005107.docx fa89857617e6437c60ffa7278d90fee752839ca4 57779 "http://pressure.sparks.co.uk/pdf/pr_20_03_12_CDKN.docx"
00005108.docx c20409fb454622b0f0ebe1dcf67a76b4789b08de 30138 "http://pressure.sparks.co.uk/pdf/pr_survival.docx"
00005109.docx 006e8418f3218431760d98bd98dd378c7a2593af 87449 "http://www.nasen.org.uk/uploads/publications/194.docx"
00005110.docx 8858787d4e7c7d7677fd00a9497048af863d2567 206500 "http://www.xcri.co.uk/KbLibrary/XCRI_CAP_Data_Definitions3.0.docx"
00005111.docx dd29203054d33dc4c45f0d55fbc3a21165eec9ac 60657 "http://www.xcri.co.uk/HEAR/HearTechStandardsBrief_v1.0.docx"
00005112.docx 50fc5b8f52b55d5976b1778e1885569d26bdeb7d 79686 "http://www.qaa.ac.uk/WorkWithUs/Documents/job_app_form.docx"
00005113.docx 59de623466a833ee768b5f12e3a1a8f496c2c4ab 596062 "http://www.ljmu.ac.uk/LBS/LBS_Docs/The_2011_UK_Law_Schools_Mediation_Competition.docx"
00005115.docx 826a36d721df5bb1f8fcb231d1f4a906eaef76fb 30672 "http://www.hlf.org.uk/Aboutus/Documents/Corporate_film_2012.docx"
00005116.docx 8a3910186147c71084fa33a308cb59db126566f5 34330 "http://www.swqr.org.uk/mini/files/SWQR_APPLICATION_FORM.docx"
00005117.docx 2bb5ed8f27f50dd675b0853ae2e1184ae259c3d2 15252 "http://www.ccrnortheast.org.uk/pdf/informationsheet.docx"
00005118.docx 2ed2d143efc4c423d1d876a3a7cc55105a9f10df 119513 "http://www.raam.org.uk/pub/Annual_Report_2010-11_final.docx"
00005119.docx 0ae0bdc50e543b8b317ff07ea1c265f0d549beb2 24375 "http://jncc.defra.gov.uk/docs/porpoisedolphin_contract_PS12TSContractorApril2012.docx"
00005120.docx 173b785e8d66f4fd5dc1630bec686bcba1887fb5 39963 "http://www.bbc.co.uk/charityappeals/downloads/information_for_charities_considering_applying_for_an_appeal.docx"
00005121.docx b86efba4aeedf24986c08c7b58f26d204942f0e1 30222 "http://www.sddu.leeds.ac.uk/uploaded/R_Leadership_Pipeline_incl_PGR_Activities_Feb2011.docx"
00005122.docx 5ce5b3b90958665ac0667770041fd4779f5103e5 1185608 "http://www.esds.ac.uk/government/docs/ethnicityintro.docx"
00005123.docx a13d2eb94a8aeab64df44f534c299e88aafeb44b 38569 "http://www.public-standards.gov.uk/Library/TI_speech.docx"
00005124.docx c8f021b9c75131ecc1e813d52143aab896b4d2c9 34906 "http://www.umi3.co.uk/Useful_Information_Resources_on_Social_Enterprise_table_10.12.12.docx"
00005125.docx 17f7db9899be4429ce302b69589a84dad12d5e33 80277 "http://www.yorksandhumberdeanery.nhs.uk/general_practice/documents/IRSchemeAssessmentFeb12v3.docx"
00005126.docx 9f41ac3128452f72b810939561ed8a4c0023becd 85671 "http://www.worcester.ac.uk/ils/documents/Copyright_faq19.docx"
00005127.docx 16a70c330b0eb5a272fd9e7aa0bf0f602698a62c 91130 "http://www.rspb.org.uk/Images/communityfundraiserjan13_tcm9-339383.docx"
00005128.docx a4768534ef12dc979d6a8a3d1c56eb321c186dee 33982 "http://canalrivertrust.org.uk/media/library/2112.docx"
00005129.docx dfdae1a2d5a89febf3422f9a967dc71c174bcc25 57771 "http://www.lib.cam.ac.uk/Vacancies/HeadofOperationsG9.docx"
00005130.docx aecb73beefe16493aaa0e78020aa74e3dbc121d2 24829 "http://www.ljmu.ac.uk/APS/APS_Docs/Norway_Page_on_the_International_pages_of_the_LJMU_webpage.docx"
00005131.docx c0f8d89eb8ae2e94ad79fa5dfcac8e8157736382 17197 "http://www.ljmu.ac.uk/StudentServices/StuServices_Docs/Examination_Regulations.docx"
00005132.docx 077dd862c8833b8e6f6b20c645d11b2b789a47d2 46640 "http://www.ulster.ac.uk/academicoffice/download/CourseHandbookTemplate.docx"
00005133.docx 7cfad19819805ba07910286da3a1956582eb2e01 141189 "http://www.dncc.co.uk/files/uploads/1350059194.docx"
00005134.docx dd945371734ca2485da5af3482ae2fa0bb70a3f1 1198453 "http://www.nscd.ac.uk/files/NSCD/CATAPULTCallout_1.docx"
00005135.docx 2dbc5c6d77ebea3ec9c7c7239a3af779ebcded2f 37554 "http://www.artscouncil.org.uk/media/uploads/0106_2011.docx"
00005136.docx 2e806ded070ba2b2e8b1c347e70c46370df248cf 66012 "http://semta.org.uk/store/files/SEMMPF337.docx"
00005137.docx b44f3bba81a81309b5b20ce79982b7ccee4b46c7 207532 "http://www.dhsspsni.gov.uk/hscf-2013-01.docx"
00005138.docx 2694183f2c7631ad62065d78bdba00431e90490d 49065 "http://www.ucl.ac.uk/ctu/workingwithus/UCL_Clinical_Trials_Unit_Collaboration_Request_Proforma_2012.docx"
00005139.docx 747e506dd419768195f30485435f6e2ce86cbfc3 573992 "http://www.ofmdfmni.gov.uk/medf_proposals.docx"
00005140.docx 6d1277af2550b87c3f971d2e5469207c224fd5f1 34630 "http://www.dfpni.gov.uk/lps/uptake_of_benefits_nov-dec_2012.docx"
00005141.docx 753b906a76bb57a1d6aa50862f823aae21ef8e94 5243451 "http://www.lib.cam.ac.uk/ebooks/downloadable_quickstart_guide_iPad.docx"
00005142.docx 659d188526963f5d756324cc473b454f5d3d3e13 15333 "http://www.liv.ac.uk/studentsupport/disability/new_peep_profroma_no.docx"
00005143.docx e175f63a554a4c91f467dc358b4dd32383780c23 65949 "http://www.heacademy.ac.uk/assets/documents/Refs_for_How_do_I_know.docx"
00005144.docx 7d5e13107a0e0c72cf24268e55c3ed0b4b8d3337 48541 "http://www.impetus.org.uk/media/90390/julia_s_appointment_press_release_bm.docx"
00005145.docx 755c0860594ab2d0539e36a677a5c93a12cafbb0 30900 "http://www.physical-literacy.org.uk/Glasgow2012/LizTaplinGlasgow2012PLwebsite.docx"
00005146.docx ffbc000213f3490fb538ef773ac4b5dbd15f9f0b 127542 "http://www.wwt.org.uk/uploads/documents/1350219576_OnlineNovember2012VolunteerInfoPack.docx"
00005147.docx 0099fea2ef15d75848c08c7056c5dac71c53ca98 25206 "http://www.lshtm.ac.uk/study/funding/teg_fellowship_2013_14_doc.docx"
00005148.docx f740181556aaba7622691a223eed3ba98b0b6f18 18765 "http://www.bris.ac.uk/biochemistry/mrccif/facility_rules.docx"
00005149.docx 6e8f23420a8fb5e245072eda81d7f46d249c6026 136041 "http://www.dur.ac.uk/resources/resources/PeerLearningandPairedMaths.docx"
00005150.docx f993d855681c1bfccb07b680698cf1d8cfe67922 35879 "http://www.artscouncil.org.uk/media/uploads/North_West_Regional_Council_Minutes_Oct_2010.docx"
00005151.docx 9db9b0ab1bc12c9b04d71c6f60a9fa97ffbbfc43 48584 "http://www.artscouncil.org.uk/media/uploads/Arts_digital_RnD_podcast_4_transcript.docx"
00005152.docx b41a6d142206e594e42655ad8012b7ed649c4d1f 87657 "http://www.dhsspsni.gov.uk/supporting-information-faq.docx"
00005153.docx 8f0c9ac5e916bede3444768063121fa9ee4d1136 22602 "http://canalrivertrust.org.uk/media/library/337.docx"
00005154.docx 86dddbb7ba5e3ed315a5ac1cf3bb607698929b76 11951 "http://www.rarechromo.co.uk/files/DearUniqueMembers.docx"
00005155.docx 6d4afe3268e9aed0e4181bf616627050163b334b 17337 "http://www.bris.ac.uk/esu/intendedlearningoutcomes/faqs.docx"
00005156.docx 6ffcd67ca5128c72e601a35a26748b3aa75aeb45 40998 "http://www.ljmu.ac.uk/personnel/personnel_docs/Paternity_Rights_Manager_Briefing_March_2011.docx"
00005157.docx ffc26c64422825e069de2e1b9876a155c1f2c5dd 20567 "http://www.francobritishcouncil.org.uk/data/files/combined_participants.docx"
